customer_bkey,cust_marital_status,cust_area,age_days,acct_curr_crlimit,med_monthly_tran_amt_12_effective,acct_num_cards_classic_12,acct_num_cards_platinum_12,tot_tran_amt_child_effective,tot_tran_amt_pharm_hosp_effective,tot_tran_amt_auto_effective,acct_avail_cash,acct_dayssince_first_acct_open,cust_amla_rind,cust_unsup_seg,score,quantil_rank
707,M,Kalinga-Apayao,4745,2771.0,71.0,3,0,330.0,1229.0,1221.0,4789.0,0,N,-1,0.52,1
708,M,Surigao del Norte,-26481,34250.0,574.0,3,0,574.0,820.0,1816.0,2225.0,730,L,5,0.75,8
709,M,Manila,12045,14391.0,971.0,2,0,1240.0,2630.0,3812.0,40875.0,2190,H,1,0.76,8
710,M,Bulacan,3285,37531.0,1134.0,3,0,807.0,842.0,966.0,34125.0,1825,H,2,0.68,6
711,S,Mountain Province,5475,8234.0,1328.0,1,2,102.0,824.0,803.0,20266.0,730,L,-1,0.63,4
712,D,Tawi-Tawi,26645,13953.0,1617.0,1,1,481.0,436.0,448.0,109625.0,1095,L,1,0.86,9
713,M,Sorsogon,6935,22219.0,1507.0,1,2,1606.0,756.0,900.0,696.0,730,U,4,0.58,2
714,M,Maguindanao,28671,16484.0,397.0,0,1,36.0,1480.0,793.0,39250.0,1460,L,1,0.84,9
715,S,Guimaras,1460,9359.0,2908.0,0,1,1509.0,548.0,690.0,5398.0,2555,N,6,0.46,0
716,D,Bataan,365,3.0,736.0,1,0,402.0,2554.0,80.0,3227.0,3285,N,2,0.21,0
717,S,Mindoro Occidental,9855,28062.0,54.0,1,2,564.0,4620.0,78.0,31453.0,5475,U,6,0.75,8
718,M,Catanduanes,8030,20547.0,78.0,1,0,104.0,250.0,363.0,7125.0,13870,L,2,0.66,5
719,D,Isabela,7665,12875.0,1641.0,1,1,75.0,1159.0,2446.0,754.0,730,U,4,0.55,2
720,U,Negros Occidental,8395,20438.0,2182.0,3,0,1176.0,1021.0,84.0,17266.0,1095,L,1,0.68,6
721,M,Cebu,12045,5578.0,1501.0,0,2,1027.0,1150.0,4032.0,30875.0,365,U,4,0.71,7
722,D,Sulu,8760,109875.0,956.0,1,1,362.0,1234.0,759.0,9867.0,730,N,-1,0.74,8
723,D,Ilocos Sur,4745,3607.0,2118.0,1,0,176.0,1141.0,1280.0,5887.0,1460,N,4,0.52,1
724,S,Manila,14235,50094.0,43.0,2,0,1235.0,1593.0,1174.0,72812.0,1825,N,1,0.85,9
725,M,Guimaras,2190,52375.0,3324.0,0,0,1212.0,251.0,2006.0,6531.0,1460,N,6,0.59,2
726,M,Davao del Norte,5110,6633.0,569.0,1,2,2326.0,46.0,896.0,19375.0,8760,U,4,0.62,4
727,M,Davao Oriental,7665,4633.0,1038.0,2,0,1688.0,884.0,100.0,10922.0,365,N,7,0.62,3
728,S,Catanduanes,6570,9508.0,554.0,2,1,851.0,264.0,702.0,45219.0,5110,L,2,0.69,6
729,U,Mindoro Oriental,10220,53500.0,3046.0,0,2,602.0,2404.0,698.0,9969.0,1825,L,4,0.72,7
730,D,Catanduanes,6205,20953.0,1343.0,0,0,1661.0,207.0,935.0,15609.0,1460,L,4,0.66,5
731,M,Cebu,3650,39656.0,490.0,2,3,2082.0,2696.0,1550.0,12391.0,730,N,6,0.65,4
732,M,North Cotabato,1825,2020.0,2096.0,2,1,252.0,27.0,505.0,23812.0,2190,N,4,0.49,0
733,D,Cagayan,12410,2379.0,188.0,2,2,1125.0,18.0,2676.0,12938.0,3285,N,1,0.63,4
734,S,Guimaras,13870,31250.0,1108.0,1,0,738.0,684.0,439.0,19203.0,1460,N,-1,0.77,8
735,D,Laguna,2190,15273.0,790.0,2,0,100.0,143.0,1134.0,4828.0,4745,H,1,0.5,1
736,D,Lanao Del Norte,6570,31000.0,245.0,1,1,1634.0,234.0,1803.0,58688.0,0,N,5,0.74,8
737,M,Cavite,1825,41500.0,1995.0,2,1,37.0,153.0,1830.0,8617.0,365,U,7,0.57,2
738,M,Guimaras,2920,48406.0,3232.0,1,1,29.0,736.0,4344.0,35938.0,2190,L,7,0.68,6
739,M,Bukidnon,365,7066.0,440.0,1,0,665.0,4.0,1336.0,55500.0,1460,N,2,0.44,0
740,M,Ifugao,8395,54.0,7300.0,1,0,1070.0,1400.0,892.0,104125.0,0,N,-1,0.65,5
741,D,Zamboanga Del Sur,2190,6578.0,198.0,3,0,349.0,476.0,1107.0,1831.0,730,H,6,0.44,0
742,D,Antique,4015,3762.0,1295.0,0,2,2554.0,430.0,615.0,52219.0,1095,L,2,0.6,3
743,M,Sarangani,25550,7691.0,3216.0,2,0,1020.0,90.0,7.0,22969.0,1460,H,4,0.78,8
744,U,Camarines Norte,3650,35875.0,95.0,0,1,835.0,107.0,634.0,1510.0,365,N,2,0.54,1
745,S,Davao del Norte,5110,19469.0,897.0,2,2,76.0,1784.0,2164.0,3299.0,2190,N,6,0.59,2
746,U,Rizal Province,18980,38000.0,1888.0,1,1,3896.0,2780.0,660.0,2738.0,1825,N,5,0.71,7
747,U,Catanduanes,4015,744.0,670.0,0,0,1019.0,98.0,2516.0,12305.0,0,N,3,0.49,0
748,U,Kalinga-Apayao,4380,5242.0,66.0,1,1,638.0,2200.0,112.0,34000.0,4015,H,4,0.6,3
749,U,Davao del Norte,4015,11773.0,1490.0,3,1,409.0,690.0,1958.0,20406.0,730,L,1,0.6,3
750,S,Lanao Del Sur,17520,1776.0,773.0,1,1,486.0,58.0,2045.0,38531.0,6205,L,2,0.71,7
751,D,Siquijor,5840,18797.0,266.0,1,0,174.0,1235.0,2506.0,892.0,1825,L,4,0.55,2
752,S,Batanes,9490,55219.0,1656.0,2,1,93.0,571.0,463.0,108812.0,1095,L,3,0.83,9
753,M,Surigao del Sur,2920,61844.0,741.0,2,2,646.0,960.0,2854.0,46062.0,365,L,1,0.7,6
754,S,Camarines Norte,11680,23969.0,718.0,0,0,139.0,164.0,1243.0,7762.0,0,N,4,0.7,6
755,M,Manila,5840,96000.0,666.0,2,1,347.0,312.0,492.0,13625.0,1460,N,-1,0.73,7
756,M,Negros Occidental,9125,16812.0,802.0,2,0,2486.0,394.0,1116.0,36906.0,2920,L,7,0.74,8
757,S,Sarangani,4745,1330.0,1947.0,0,0,36.0,2011.0,1780.0,9562.0,730,N,2,0.52,1
758,U,Sarangani,22265,2686.0,690.0,0,2,2398.0,110.0,2696.0,8523.0,6935,H,4,0.66,5
759,M,Zamboanga Del Sur,3285,10023.0,312.0,3,1,476.0,3.0,580.0,11078.0,730,N,7,0.57,2
760,D,Lanao Del Norte,2555,37500.0,494.0,1,0,348.0,464.0,1332.0,35531.0,4015,H,6,0.64,4
761,M,Davao del Norte,17885,3830.0,2022.0,0,0,3276.0,415.0,1514.0,34750.0,2555,U,2,0.74,8
762,S,Quezon Province,5840,12250.0,816.0,0,0,165.0,1361.0,331.0,21078.0,0,N,1,0.65,5
763,M,Quezon Province,6570,5082.0,308.0,0,1,1512.0,222.0,3316.0,4082.0,1460,N,5,0.57,2
764,M,Zambales,11680,16797.0,444.0,1,2,597.0,1073.0,522.0,18547.0,1460,L,-1,0.73,7
765,M,Cebu,4380,11367.0,352.0,1,1,2918.0,367.0,1008.0,11766.0,1095,N,3,0.61,3
766,D,Northern Samar,4745,13773.0,1116.0,2,3,329.0,3204.0,248.0,3166.0,1095,L,2,0.55,2
767,U,Camarines Norte,29401,7754.0,1213.0,3,0,558.0,42.0,51.0,10375.0,1460,N,2,0.74,7
768,O,Nueva Ecija,4015,11508.0,6060.0,1,1,390.0,1600.0,128.0,17844.0,2190,U,6,0.59,3
769,S,Quezon Province,5475,20969.0,3410.0,0,1,31.0,407.0,820.0,9977.0,6935,U,2,0.64,4
770,U,Mindoro Oriental,2190,15422.0,738.0,1,1,1121.0,530.0,590.0,27156.0,6570,N,2,0.57,2
771,M,Manila,1095,9445.0,108.0,1,0,1605.0,221.0,537.0,98438.0,2190,U,2,0.57,2
772,O,Catanduanes,1825,33438.0,952.0,2,0,1484.0,3994.0,198.0,3891.0,365,N,1,0.51,1
773,D,Bataan,7665,49438.0,323.0,3,2,884.0,964.0,152.0,8836.0,365,U,2,0.69,6
774,M,Manila,730,49.0,404.0,2,0,227.0,1034.0,2448.0,2689.0,1095,N,6,0.28,0
775,M,Surigao del Sur,14965,32156.0,3912.0,2,0,3224.0,815.0,177.0,29219.0,2920,U,4,0.8,9
776,S,Mindoro Occidental,1460,3404.0,1869.0,1,1,658.0,2306.0,89.0,9383.0,1095,L,6,0.44,0
777,M,Lanao Del Norte,3650,11820.0,211.0,2,0,1806.0,14.0,304.0,2650.0,0,N,1,0.53,1
778,S,Nueva Vizcaya,11680,59438.0,2003.0,0,1,794.0,1173.0,302.0,29391.0,4380,U,6,0.8,9
779,S,Metropolitan Manila,8030,5613.0,1619.0,1,1,223.0,1485.0,4430.0,19641.0,730,N,-1,0.65,5
780,S,Marinduque,3650,63531.0,2510.0,2,1,696.0,1912.0,250.0,369.0,4380,L,6,0.56,2
781,D,Maguindanao,21900,25938.0,411.0,2,2,526.0,457.0,322.0,18609.0,0,N,2,0.79,9
782,M,Siquijor,-22265,49219.0,4390.0,2,1,1487.0,496.0,762.0,39500.0,3650,N,-1,0.87,9
783,D,Agusan Del Sur,5475,12266.0,826.0,0,2,522.0,2526.0,1788.0,2562.0,365,U,4,0.55,2
784,U,Camarines Norte,8395,11961.0,144.0,2,2,41.0,2754.0,274.0,37656.0,2920,N,2,0.7,6
785,U,Cebu,-20641,14820.0,162.0,0,0,290.0,1287.0,1165.0,65750.0,730,H,7,0.81,9
786,U,Sarangani,31390,14797.0,373.0,1,0,3818.0,1944.0,1459.0,12445.0,730,L,2,0.78,8
787,M,Manila,4015,3959.0,292.0,4,1,1134.0,6708.0,3034.0,11117.0,4015,N,1,0.55,2
788,S,Cagayan,10585,23438.0,91.0,1,0,37.0,2524.0,453.0,52219.0,730,L,2,0.77,8
789,M,Camarines Norte,1825,12570.0,488.0,1,1,10.0,1252.0,1998.0,4344.0,730,L,4,0.49,0
790,M,Antique,-27576,5051.0,2440.0,1,0,30.0,426.0,143.0,23531.0,3285,H,2,0.77,8
791,M,Nueva Ecija,8030,31391.0,442.0,1,1,2848.0,662.0,1271.0,18594.0,365,L,6,0.72,7
792,S,Mindoro Occidental,6935,2359.0,18.0,1,1,590.0,669.0,2606.0,27219.0,4380,N,6,0.62,3
793,S,Davao del Norte,7300,5312.0,507.0,3,0,358.0,571.0,1402.0,3801.0,1460,U,-1,0.57,2
794,M,Mountain Province,2555,7027.0,154.0,1,0,198.0,424.0,309.0,574.0,1825,N,2,0.44,0
795,M,Camarines Norte,12045,5949.0,224.0,2,0,3662.0,1043.0,1281.0,39219.0,2190,N,2,0.72,7
796,M,Basilan,5840,16844.0,214.0,0,0,1775.0,82.0,2074.0,2504.0,3285,U,1,0.59,3
797,M,Abra,2920,36469.0,1759.0,1,0,1545.0,156.0,2392.0,22328.0,365,L,1,0.65,5
798,M,Guimaras,26645,26125.0,341.0,2,0,932.0,387.0,1622.0,20359.0,1825,N,1,0.83,9
799,M,Mindoro Oriental,2920,6398.0,500.0,0,0,105.0,213.0,1157.0,1515.0,5110,N,4,0.47,0
800,S,Manila,5840,35094.0,2274.0,3,0,2378.0,237.0,191.0,6348.0,2920,U,5,0.65,5
801,M,Pangasinan,6570,59969.0,3876.0,0,0,154.0,728.0,194.0,5426.0,2190,N,5,0.68,6
802,M,Aurora,3650,21078.0,479.0,2,0,606.0,610.0,506.0,745.0,1460,U,5,0.53,1
803,S,Catanduanes,3285,16953.0,3276.0,3,0,1270.0,184.0,1152.0,21484.0,3285,L,4,0.61,3
804,M,Kalinga-Apayao,2555,9812.0,349.0,1,1,620.0,840.0,814.0,11156.0,1095,L,1,0.55,1
805,M,Quirino Province,2555,42969.0,329.0,0,0,432.0,268.0,115.0,41062.0,730,U,3,0.67,5
806,M,Camarines Norte,1825,24844.0,622.0,2,0,594.0,469.0,3106.0,1843.0,8030,U,2,0.49,0
807,M,Tarlac,2920,6977.0,366.0,0,0,1891.0,1517.0,14.0,28594.0,365,H,4,0.59,3
808,U,Sarangani,2555,10719.0,2016.0,1,2,722.0,67.0,2100.0,47250.0,730,L,4,0.59,3
809,D,Basilan,22265,5285.0,114.0,3,0,1717.0,420.0,97.0,58438.0,3650,N,2,0.78,8
810,M,Basilan,6205,47781.0,2030.0,1,1,119.0,451.0,1462.0,16922.0,2920,N,4,0.72,7
811,U,Surigao del Sur,730,5500.0,2962.0,1,0,183.0,1001.0,792.0,51188.0,2555,N,6,0.46,0
812,S,Zamboanga Del Norte,7300,13609.0,228.0,0,2,870.0,3228.0,192.0,5203.0,2920,L,2,0.62,4
813,M,Kalinga-Apayao,5475,6977.0,230.0,0,1,1552.0,43.0,123.0,25688.0,1095,N,1,0.64,4
814,M,Tarlac,12410,10430.0,2006.0,1,1,132.0,11.0,1894.0,625.0,365,N,-1,0.6,3
815,D,Cebu,2555,29984.0,2778.0,1,2,390.0,3206.0,1363.0,61531.0,3650,L,3,0.65,5
816,M,Cavite,4745,562.0,396.0,1,2,1253.0,709.0,594.0,27562.0,365,U,4,0.56,2
817,M,Nueva Ecija,2920,26328.0,1144.0,2,0,399.0,652.0,262.0,8672.0,365,N,4,0.59,3
818,M,Bulacan,2555,15023.0,1249.0,2,0,174.0,1627.0,1588.0,22328.0,1825,L,4,0.6,3
819,U,Zamboanga Del Sur,2920,29188.0,1284.0,4,1,1471.0,996.0,847.0,24703.0,7300,L,1,0.62,4
820,S,Bataan,10220,19750.0,3612.0,2,2,76.0,4236.0,146.0,5039.0,1095,U,4,0.66,5
821,M,Mindoro Oriental,13505,32031.0,68.0,1,1,3210.0,1703.0,1536.0,39281.0,1460,U,2,0.8,9
822,M,Davao del Norte,4745,178.0,533.0,0,0,194.0,370.0,1290.0,50344.0,365,N,2,0.57,2
823,S,Sarangani,25185,18438.0,2440.0,2,0,200.0,2622.0,432.0,54250.0,2190,H,1,0.84,9
824,O,Basilan,26645,21781.0,1781.0,3,0,520.0,810.0,536.0,10594.0,2920,N,4,0.77,8
825,M,Bukidnon,4745,849.0,2028.0,2,1,256.0,1570.0,1692.0,53062.0,1095,U,2,0.59,3
826,M,Camarines Norte,3285,27438.0,2418.0,0,1,666.0,2232.0,16.0,10625.0,730,U,1,0.61,3
827,M,Lanao Del Norte,22630,10508.0,933.0,0,1,90.0,2198.0,776.0,37250.0,1825,N,2,0.8,9
828,M,Lanao Del Norte,1825,222.0,2780.0,2,0,483.0,483.0,178.0,18125.0,730,H,2,0.44,0
829,M,Zamboanga Del Sur,5840,4250.0,229.0,2,1,2838.0,3070.0,2460.0,23562.0,5475,N,1,0.62,4
830,M,Negros Oriental,32686,11367.0,944.0,1,0,128.0,1975.0,298.0,1645.0,1825,L,4,0.72,7
831,M,Ilocos Sur,17155,4117.0,262.0,2,1,836.0,147.0,4060.0,20547.0,1825,N,3,0.71,7
832,M,Lanao Del Norte,2190,12641.0,118.0,2,2,1001.0,309.0,536.0,3166.0,365,U,5,0.5,1
833,M,Maguindanao,11315,12336.0,1155.0,1,0,592.0,103.0,30.0,15320.0,2555,N,6,0.71,7
834,M,Manila,5110,5004.0,404.0,1,0,499.0,161.0,1611.0,17469.0,5110,N,5,0.6,3
835,M,Ifugao,1095,43406.0,788.0,3,2,113.0,2552.0,1825.0,77875.0,2190,L,2,0.62,4
836,M,Davao del Norte,4015,26750.0,22.0,1,2,1328.0,546.0,1121.0,10734.0,3285,L,6,0.63,4
837,S,Metropolitan Manila,5840,701.0,266.0,1,1,142.0,357.0,2920.0,15062.0,2555,H,2,0.54,1
838,S,Davao Oriental,6205,58125.0,1110.0,3,1,3260.0,223.0,2218.0,72125.0,730,N,4,0.78,9
839,D,Guimaras,9855,3391.0,1006.0,0,0,1702.0,418.0,1241.0,849.0,0,U,6,0.53,1
840,M,Surigao del Norte,11315,10352.0,957.0,1,2,547.0,213.0,1029.0,37188.0,7665,U,1,0.74,8
841,U,Camarines Norte,2190,35844.0,433.0,3,1,203.0,2068.0,222.0,41219.0,2555,N,6,0.63,4
842,D,Sorsogon,14600,10547.0,1499.0,2,2,1877.0,458.0,646.0,55188.0,0,N,4,0.76,8
843,S,Manila,9490,50812.0,811.0,3,0,82.0,268.0,1296.0,7488.0,0,N,2,0.71,7
844,D,Davao Oriental,10585,9453.0,716.0,2,1,942.0,862.0,428.0,513.0,1460,L,4,0.56,2
845,M,Abra,16790,15062.0,156.0,2,0,1041.0,532.0,2896.0,3184.0,14600,U,2,0.69,6
846,O,Mindoro Oriental,2190,22391.0,964.0,1,0,1436.0,473.0,1127.0,7152.0,365,N,-1,0.53,1
847,M,Sorsogon,9490,32844.0,189.0,3,0,308.0,2122.0,1168.0,4008.0,5110,N,3,0.68,6
848,D,Antique,-27941,23203.0,439.0,2,1,780.0,181.0,693.0,80.0,1825,N,1,0.68,6
849,M,Tawi-Tawi,3285,33906.0,894.0,2,0,1482.0,1351.0,42.0,52469.0,3650,N,2,0.69,6
850,M,Isabela,11315,28297.0,485.0,0,0,395.0,744.0,772.0,2902.0,2190,L,4,0.68,6
851,M,Zambales,2920,52031.0,806.0,0,0,468.0,1170.0,624.0,6992.0,1460,L,3,0.61,3
852,M,Kalinga-Apayao,5840,3340.0,382.0,0,1,875.0,142.0,847.0,19203.0,3650,N,1,0.6,3
853,O,Manila,14965,5480.0,467.0,2,0,218.0,1051.0,1529.0,13406.0,2555,N,2,0.67,5
854,U,Misamis Occidental,1095,589.0,59.0,2,0,211.0,531.0,1035.0,33281.0,365,H,4,0.41,0
855,M,Cavite,10220,15602.0,340.0,3,0,364.0,1174.0,956.0,4098.0,1460,N,3,0.65,5
856,M,Nueva Ecija,6205,666.0,1800.0,2,1,1916.0,274.0,364.0,2598.0,1460,L,6,0.49,0
857,D,Sarangani,11315,2438.0,700.0,1,1,350.0,701.0,1830.0,13086.0,1095,N,1,0.62,4
858,M,Southern Leyte,17885,5812.0,1252.0,1,0,53.0,226.0,834.0,48938.0,365,U,4,0.77,8
859,S,La Union,3650,43000.0,9.0,1,1,3304.0,148.0,302.0,5363.0,1095,N,4,0.61,3
860,M,Guimaras,2920,10352.0,1727.0,2,0,6.0,294.0,779.0,7438.0,2555,L,1,0.55,1
861,U,Maguindanao,-20276,6637.0,951.0,1,0,2136.0,802.0,282.0,29406.0,20440,N,2,0.74,8
862,S,Masbate,3285,3092.0,2488.0,1,1,159.0,1129.0,1157.0,9414.0,6205,L,4,0.51,1
863,U,Zambales,18816,29422.0,116.0,0,0,524.0,211.0,760.0,4250.0,19345,N,1,0.72,7
864,D,Sarangani,6570,34000.0,1405.0,2,1,116.0,1422.0,11.0,45156.0,4015,L,1,0.73,7
865,M,Bulacan,3650,28672.0,118.0,0,0,1366.0,1536.0,2314.0,18891.0,365,U,2,0.65,5
866,U,Camiguin,730,15172.0,234.0,1,2,1305.0,374.0,1399.0,11531.0,10585,N,2,0.44,0
867,U,Maguindanao,730,12234.0,355.0,2,1,792.0,74.0,798.0,40031.0,6205,N,2,0.48,0
868,U,Lanao Del Norte,28105,9273.0,608.0,2,0,9.0,1109.0,146.0,15750.0,2190,N,4,0.76,8
869,U,Bulacan,22630,21641.0,1494.0,2,1,51.0,1955.0,2690.0,74500.0,0,L,2,0.84,9
870,M,Siquijor,6205,26609.0,1445.0,1,2,642.0,714.0,648.0,8422.0,1460,U,5,0.66,5
871,M,Bohol,6935,55375.0,361.0,1,0,44.0,1130.0,81.0,20438.0,1460,N,4,0.74,8
872,U,Basilan,8030,42031.0,322.0,2,1,3240.0,576.0,731.0,6328.0,10950,L,6,0.67,5
873,S,Ilocos Sur,3650,12430.0,478.0,1,1,669.0,797.0,60.0,14180.0,2555,N,1,0.59,3
874,M,Sarangani,4015,13000.0,846.0,1,0,387.0,683.0,992.0,8977.0,4015,U,6,0.59,3
875,M,Zamboanga Del Sur,2190,14516.0,94.0,1,2,1570.0,454.0,2812.0,25266.0,4015,U,-1,0.59,3
876,S,Bukidnon,24090,37531.0,448.0,2,0,520.0,73.0,1064.0,18688.0,1825,U,1,0.82,9
877,D,Basilan,11315,17500.0,476.0,2,0,1903.0,443.0,1272.0,13555.0,0,N,3,0.7,6
878,D,Zambales,20075,13242.0,1823.0,2,0,49.0,635.0,1794.0,9273.0,3650,N,4,0.72,7
879,M,Catanduanes,7300,2426.0,730.0,0,0,50.0,744.0,331.0,17656.0,1095,N,4,0.61,3
880,D,Sorsogon,4745,12953.0,92.0,2,0,1002.0,648.0,526.0,12453.0,6570,N,1,0.6,3
881,M,Bulacan,21535,238.0,276.0,2,0,60.0,1295.0,153.0,10008.0,1460,N,6,0.64,4
882,D,Camiguin,13870,11438.0,836.0,1,1,580.0,1658.0,1412.0,41906.0,1095,N,3,0.75,8
883,D,Lanao Del Norte,9125,21719.0,554.0,3,3,73.0,138.0,1114.0,4406.0,2190,N,4,0.64,4
884,M,Bataan,6935,14570.0,1137.0,0,1,176.0,1424.0,2818.0,87188.0,10585,L,7,0.74,8
885,S,Surigao del Sur,12775,7379.0,2068.0,1,0,790.0,1248.0,1474.0,5938.0,730,U,2,0.65,5
886,M,Nueva Vizcaya,1095,4055.0,842.0,3,2,788.0,2564.0,500.0,40250.0,1825,U,2,0.5,0
887,M,Maguindanao,21535,66000.0,2264.0,1,0,636.0,392.0,1191.0,5004.0,2555,U,2,0.79,9
888,D,Misamis Occidental,6570,10383.0,1800.0,3,2,908.0,201.0,276.0,39031.0,730,N,2,0.67,6
889,D,Lanao Del Norte,3285,57781.0,3112.0,2,0,1066.0,1127.0,44.0,44219.0,6570,L,4,0.69,6
890,S,Sarangani,22995,36938.0,838.0,3,1,3600.0,4224.0,1395.0,11516.0,2190,H,7,0.8,9
891,S,Cebu,1095,17312.0,95.0,2,0,580.0,1475.0,84.0,21703.0,1825,L,1,0.52,1
892,M,Ifugao,2555,39906.0,964.0,1,1,1620.0,190.0,3944.0,2922.0,365,U,4,0.56,2
893,M,Cebu,21535,25797.0,1658.0,0,1,148.0,4170.0,932.0,511.0,365,L,2,0.69,6
894,S,Nueva Vizcaya,18615,42688.0,1206.0,1,1,1274.0,222.0,876.0,10570.0,1460,L,-1,0.78,9
895,S,Quezon Province,6935,7055.0,1515.0,1,0,68.0,943.0,6790.0,44031.0,365,N,5,0.68,6
896,S,Sarangani,9490,57750.0,2033.0,1,1,80.0,260.0,87.0,2424.0,1825,N,1,0.68,6
897,S,Maguindanao,14965,9641.0,1084.0,1,0,1303.0,2364.0,2598.0,29688.0,0,H,7,0.74,8
898,U,Mindoro Occidental,28470,8078.0,553.0,2,0,278.0,560.0,3346.0,44188.0,1460,H,1,0.8,9
899,S,Lanao Del Norte,5110,8648.0,4004.0,0,1,2750.0,1977.0,81.0,10055.0,1460,N,1,0.59,3
900,D,Davao del Norte,20440,28141.0,355.0,1,0,4464.0,772.0,6180.0,6441.0,730,L,6,0.74,8
901,S,Manila,13140,28000.0,1908.0,2,1,27.0,428.0,106.0,13742.0,730,L,1,0.74,8
902,S,Mindoro Occidental,4745,35656.0,251.0,2,2,944.0,1198.0,1006.0,20812.0,8395,N,4,0.68,6
903,D,Masbate,1095,7883.0,698.0,1,0,808.0,2346.0,432.0,5180.0,1095,U,5,0.42,0
904,M,Masbate,730,12570.0,2944.0,0,0,142.0,400.0,1284.0,4008.0,1460,L,4,0.41,0
905,M,Manila,730,7020.0,2262.0,1,1,303.0,1680.0,1514.0,840.0,2555,L,7,0.34,0
906,M,Maguindanao,15695,4492.0,1628.0,3,0,836.0,52.0,1920.0,2457.0,1460,U,1,0.62,4
907,O,Ilocos Sur,1825,21469.0,1730.0,0,1,562.0,1407.0,1152.0,1414.0,2190,N,4,0.46,0
908,M,Sarangani,3650,4660.0,1014.0,3,0,106.0,33.0,538.0,25281.0,0,U,-1,0.59,3
909,S,Bukidnon,3650,2459.0,133.0,2,2,2954.0,264.0,223.0,9703.0,365,N,2,0.52,1
910,M,Guimaras,11680,8211.0,540.0,0,1,944.0,1570.0,533.0,2670.0,2190,N,3,0.62,4
911,M,Camarines Norte,25185,2152.0,4.0,2,0,1510.0,1333.0,452.0,24500.0,365,H,7,0.73,7
912,U,Masbate,3650,8828.0,794.0,2,2,1939.0,722.0,122.0,1912.0,730,H,4,0.49,0
913,M,Sulu,3285,4254.0,754.0,1,1,338.0,164.0,599.0,33500.0,365,L,6,0.59,2
914,D,Manila,12775,9719.0,112.0,2,0,87.0,169.0,133.0,8430.0,1095,U,1,0.67,5
915,M,Romblon,5110,15766.0,1019.0,1,1,232.0,309.0,538.0,21094.0,1460,N,-1,0.66,5
916,S,Ifugao,9490,18219.0,2092.0,2,1,2160.0,79.0,4556.0,48344.0,0,N,5,0.75,8
917,S,Ilocos Norte,5475,6855.0,1195.0,2,0,1002.0,1664.0,2998.0,1648.0,0,L,2,0.53,1
918,D,Antique,1825,20609.0,143.0,1,1,254.0,536.0,273.0,6289.0,2190,N,6,0.51,1
919,W,Siquijor,10950,15141.0,1644.0,2,0,2910.0,1822.0,80.0,10102.0,730,N,3,0.69,6
920,S,Masbate,14965,30531.0,3154.0,1,0,2482.0,692.0,1006.0,8172.0,1825,L,2,0.74,8
921,U,Catanduanes,2555,2330.0,1070.0,1,1,516.0,976.0,684.0,11438.0,365,U,2,0.47,0
922,S,Ilocos Sur,4015,5746.0,88.0,0,1,3174.0,227.0,532.0,7664.0,365,N,5,0.55,1
923,M,Cebu,1825,805.0,4616.0,0,0,140.0,502.0,280.0,9031.0,1095,U,-1,0.43,0
924,U,Guimaras,16425,1522.0,1490.0,2,0,1902.0,676.0,1114.0,27062.0,3285,N,7,0.67,5
925,M,Basilan,20805,3594.0,560.0,2,3,334.0,127.0,2366.0,27500.0,2190,N,3,0.74,8
926,D,Quezon Province,10220,117938.0,1377.0,2,0,112.0,646.0,1143.0,20547.0,4745,H,4,0.79,9
927,M,Kalinga-Apayao,2920,12445.0,3066.0,0,1,1291.0,984.0,398.0,9266.0,730,L,2,0.56,2
928,S,Maguindanao,2190,47562.0,150.0,0,1,449.0,263.0,11.0,17891.0,1095,L,3,0.62,3
929,S,Davao del Norte,20276,15648.0,1220.0,1,0,3994.0,448.0,281.0,17453.0,0,U,1,0.77,8
930,U,Sarangani,14965,6496.0,4268.0,2,0,100.0,874.0,72.0,344.0,730,U,4,0.57,2
931,M,Catanduanes,3285,35344.0,428.0,0,0,612.0,2600.0,119.0,9211.0,730,N,4,0.62,4
932,M,Antique,2920,31469.0,278.0,2,0,1761.0,2033.0,1157.0,3621.0,5110,L,3,0.57,2
933,S,Marinduque,4015,32094.0,97.0,1,2,736.0,378.0,77.0,7684.0,0,H,2,0.62,4
934,D,Zamboanga Del Sur,16425,10328.0,1105.0,1,1,106.0,156.0,982.0,5254.0,365,N,6,0.67,5
935,M,Catanduanes,5475,1855.0,850.0,2,2,309.0,230.0,158.0,9086.0,3285,U,7,0.55,1
936,D,Lanao Del Sur,10585,27594.0,1339.0,1,0,110.0,232.0,310.0,6969.0,1095,U,2,0.68,6
937,S,Maguindanao,9855,24438.0,2582.0,1,0,1638.0,238.0,232.0,17328.0,0,U,4,0.72,7
938,M,Mindoro Oriental,-22101,13602.0,1312.0,1,1,3068.0,417.0,856.0,18141.0,1825,N,3,0.78,8
939,M,Mindoro Occidental,13140,2453.0,574.0,0,0,858.0,313.0,3946.0,27828.0,1095,N,2,0.68,6
940,M,Lanao Del Norte,4380,7719.0,398.0,0,1,1092.0,299.0,33.0,388.0,2555,L,6,0.49,0
941,M,Romblon,18980,38031.0,106.0,3,1,32.0,1716.0,618.0,5727.0,4015,U,2,0.76,8
942,U,Bohol,8760,18000.0,474.0,1,1,800.0,90.0,476.0,27641.0,365,H,6,0.7,6
